unit	rate
2	0.00258064516129032
2	0.00149732620320856
2	0.00304568527918782
2	0.00297766749379653
2	0.00289544235924933
2	0.00266666666666667
2	0.00195121951219512
2	0.00373937677053824
2	0.00223463687150838
2	0.00171428571428571
2	0.00230508474576271
2	0.0032520325203252
2	0.00341968911917098
2	0.00296296296296296
2	0.00138888888888889
2	0.00260869565217391
2	0.00251046025104603
2	0.00278388278388278
2	0.00253602305475504
2	0.0032807570977918
2	0.00223107569721116
2	0.00247104247104247
2	0.00216606498194946
2	0.00280936454849498
2	0.00273764258555133
2	0.00193548387096774
2	0.00222222222222222
2	0.00220994475138122
2	0.00240802675585284
2	0.00125786163522013
2	0.00247422680412371
2	0.00247619047619048
2	0.00329896907216495
2	0.00199170124481328
2	0.00166666666666667
2	0.00127388535031847
2	0.00233576642335766
2	0.00181818181818182
2	0.00235294117647059
2	0.00214285714285714
2	0.00268221574344023
2	0.00204545454545455
2	0.0024390243902439
2	0.00247557003257329
2	0.00352941176470588
2	0.00282208588957055
2	0.00285714285714286
2	0.00244031830238727
2	0.00326760563380282
2	0.00269005847953216
2	0.0025531914893617
2	0.00283870967741936
2	0.00163636363636364
2	0.0025531914893617
2	0.00195488721804511
2	0.00306709265175719
2	0.00246153846153846
2	0.00199233716475096
2	0.00277372262773723
2	0.00188552188552189
2	0.00224422442244224
2	0.00224852071005917
2	0.00251428571428571
2	0.00163636363636364
2	0.00172972972972973
2	0.00261818181818182
2	0.00263565891472868
2	0.00227027027027027
2	0.00173913043478261
2	0.00218390804597701
2	0.00336043360433604
2	0.00275449101796407
2	0.00233463035019455
2	0.00271386430678466
2	0.00211143695014663
2	0.00374269005847953
2	0.00301204819277108
2	0.00296675191815857
2	0.00201183431952663
2	0.00279635258358663
2	0.00214285714285714
2	0.00208588957055215
2	0.00266666666666667
2	0.00226415094339623
2	0.00281524926686217
2	0.00323759791122715
2	0.00214689265536723
2	0.00184818481848185
2	0.00185328185328185
2	0.00177777777777778
2	0.00185185185185185
2	0.00253012048192771
2	0.00289308176100629
2	0.00383386581469649
2	0.00211453744493392
2	0.00285714285714286
2	0.00166666666666667
2	0.00305220883534137
3	0.00181818181818182
3	0
3	0
3	0
3	0
3	0.00181818181818182
3	0
3	0.00173913043478261
3	0.00166666666666667
3	0
3	0
3	0.002
3	0.00181818181818182
3	0.00181818181818182
3	0
3	0
3	0.002
3	0.00173913043478261
3	0.0019047619047619
3	0.00210526315789474
3	0
3	0
3	0.00210526315789474
3	0
3	0.0025
3	0
3	0
3	0
3	0
3	0
3	0
3	0.002
3	0
3	0.0019047619047619
3	0
3	0
3	0
3	0.0019047619047619
3	0
3	0.00235294117647059
3	0
3	0
3	0.0019047619047619
3	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0
3	0.00173913043478261
3	0
3	0.0019047619047619
3	0.002
3	0.00210526315789474
3	0.00363636363636364
3	0.00166666666666667
3	0.00181818181818182
3	0.00347826086956522
3	0.0019047619047619
3	0.002
3	0.00181818181818182
3	0
3	0.0019047619047619
3	0.0019047619047619
3	0.00222222222222222
3	0.00380952380952381
3	0
3	0.00181818181818182
3	0
3	0.00307692307692308
3	0.00210526315789474
3	0.00222222222222222
3	0
3	0
3	0
3	0.0025
3	0.00173913043478261
3	0
3	0.00363636363636364
3	0
3	0.00181818181818182
3	0
3	0
3	0.00210526315789474
3	0.00181818181818182
3	0
3	0.00181818181818182
3	0.00173913043478261
3	0.00173913043478261
3	0.00173913043478261
3	0.00181818181818182
3	0.00571428571428571
3	0.00181818181818182
3	0.0019047619047619
3	0
3	0.00363636363636364
3	0.002
3	0
3	0
3	0.00363636363636364
3	0.002
3	0.002
3	0.0019047619047619
3	0
3	0.002
5	0
5	0.04
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0.02
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0.0133333333333333
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
5	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0.00666666666666667
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0.008
6	0
6	0
6	0
6	0
6	0.016
6	0.016
6	0.00666666666666667
6	0
6	0
6	0
6	0
6	0
6	0.008
6	0
6	0
6	0
6	0
6	0
6	0.02
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0.00666666666666667
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0
6	0.008
6	0
