pos	rate
UP_2K	0.0015625
UP_2K	0.00171122994652406
UP_2K	0.00261682242990654
UP_2K	0.00254901960784314
UP_2K	0.00216216216216216
UP_2K	0.00269662921348315
UP_2K	0.00135593220338983
UP_2K	0.00307692307692308
UP_2K	0.00174863387978142
UP_2K	0.00222222222222222
UP_2K	0.00180645161290323
UP_2K	0.0034375
UP_2K	0.002
UP_2K	0.00263157894736842
UP_2K	0.000512820512820513
UP_2K	0.00110344827586207
UP_2K	0.00193548387096774
UP_2K	0.0035036496350365
UP_2K	0.00307692307692308
UP_2K	0.00317073170731707
UP_2K	0.00262773722627737
UP_2K	0.00303030303030303
UP_2K	0.00136986301369863
UP_2K	0.00297297297297297
UP_2K	0.00289855072463768
UP_2K	0.00224
UP_2K	0.00134831460674157
UP_2K	0.0028
UP_2K	0.00147239263803681
UP_2K	0.00179775280898876
UP_2K	0.00285714285714286
UP_2K	0.00220183486238532
UP_2K	0.00285714285714286
UP_2K	0.00216216216216216
UP_2K	0
UP_2K	0.00192771084337349
UP_2K	0.00363636363636364
UP_2K	0.00148148148148148
UP_2K	0.00177215189873418
UP_2K	0.00198581560283688
UP_2K	0.00248587570621469
UP_2K	0.00218579234972678
UP_2K	0.0017283950617284
UP_2K	0.00261437908496732
UP_2K	0.002
UP_2K	0.00209302325581395
UP_2K	0.00271604938271605
UP_2K	0.00271186440677966
UP_2K	0.00255813953488372
UP_2K	0.00263473053892216
UP_2K	0.00224489795918367
UP_2K	0.00180645161290323
UP_2K	0.00141592920353982
UP_2K	0.00282352941176471
UP_2K	0.00229508196721311
UP_2K	0.00344827586206897
UP_2K	0.00198581560283688
UP_2K	0.000888888888888889
UP_2K	0.00301369863013699
UP_2K	0.002
UP_2K	0.00196319018404908
UP_2K	0.00136363636363636
UP_2K	0.00252631578947368
UP_2K	0.000740740740740741
UP_2K	0.00173913043478261
UP_2K	0.00275862068965517
UP_2K	0.00201438848920863
UP_2K	0.00223350253807107
UP_2K	0.00102564102564103
UP_2K	0.00198895027624309
UP_2K	0.00293193717277487
UP_2K	0.00232558139534884
UP_2K	0.00240601503759398
UP_2K	0.00320855614973262
UP_2K	0.00171122994652406
UP_2K	0.00261904761904762
UP_2K	0.00335329341317365
UP_2K	0.00215686274509804
UP_2K	0.00189349112426036
UP_2K	0.00192771084337349
UP_2K	0.00166666666666667
UP_2K	0.00136363636363636
UP_2K	0.00273684210526316
UP_2K	0.001875
UP_2K	0.00363636363636364
UP_2K	0.00201005025125628
UP_2K	0.00259459459459459
UP_2K	0.00156862745098039
UP_2K	0.00228571428571429
UP_2K	0.00130081300813008
UP_2K	0.0011214953271028
UP_2K	0.00287425149700599
UP_2K	0.00343558282208589
UP_2K	0.00359281437125748
UP_2K	0.00239316239316239
UP_2K	0.00272108843537415
UP_2K	0.00173913043478261
UP_2K	0.00270676691729323
UTR	0
UTR	0.00307692307692308
UTR	0.00333333333333333
UTR	0
UTR	0
UTR	0.00166666666666667
UTR	0
UTR	0
UTR	0.00133333333333333
UTR	0.00117647058823529
UTR	0.000816326530612245
UTR	0.000851063829787234
UTR	0.00333333333333333
UTR	0.00260869565217391
UTR	0.00105263157894737
UTR	0.000952380952380952
UTR	0.00181818181818182
UTR	0
UTR	0.00114285714285714
UTR	0.00108108108108108
UTR	0.00216216216216216
UTR	0.00355555555555556
UTR	0.0025
UTR	0.00166666666666667
UTR	0.00352941176470588
UTR	0.00275862068965517
UTR	0.0019047619047619
UTR	0
UTR	0.001
UTR	0.00133333333333333
UTR	0.00125
UTR	0.003
UTR	0.00205128205128205
UTR	0.00235294117647059
UTR	0.00195121951219512
UTR	0.00173913043478261
UTR	0
UTR	0.00307692307692308
UTR	0
UTR	0.00181818181818182
UTR	0.00142857142857143
UTR	0.00285714285714286
UTR	0
UTR	0
UTR	0.00166666666666667
UTR	0
UTR	0
UTR	0.0025531914893617
UTR	0.00387096774193548
UTR	0.000888888888888889
UTR	0.000869565217391304
UTR	0.00173913043478261
UTR	0.00102564102564103
UTR	0.00285714285714286
UTR	0.000930232558139535
UTR	0.002
UTR	0.000851063829787234
UTR	0.00244897959183673
UTR	0.000869565217391304
UTR	0.0008
UTR	0.001
UTR	0.00137931034482759
UTR	0.00108108108108108
UTR	0
UTR	0.00108108108108108
UTR	0.00222222222222222
UTR	0.00108108108108108
UTR	0.00315789473684211
UTR	0.00108108108108108
UTR	0.000975609756097561
UTR	0.00242424242424242
UTR	0.00421052631578947
UTR	0.0032
UTR	0
UTR	0.00266666666666667
UTR	0
UTR	0.000869565217391304
UTR	0.005
UTR	0.00173913043478261
UTR	0.00340425531914894
UTR	0.002
UTR	0.00121212121212121
UTR	0.00195121951219512
UTR	0.00102564102564103
UTR	0.002
UTR	0.000975609756097561
UTR	0.00226415094339623
UTR	0.00173913043478261
UTR	0.0025
UTR	0
UTR	0.00102564102564103
UTR	0.0008
UTR	0.000909090909090909
UTR	0.00372093023255814
UTR	0.00222222222222222
UTR	0
UTR	0.0008
UTR	0.00102564102564103
UTR	0.00210526315789474
UTR	0.00363636363636364
UTR	0.000952380952380952
UTR	0.00186046511627907
UTR	0.00390243902439024
UTR	0.00117647058823529
UTR	0.00186046511627907
UTR	0.00242424242424242
UTR	0.0025
